sudoku,38,8,553,468,image1.jpg,640,480
sudoku,24,9,556,471,image2.jpg,640,480
sudoku,38,26,528,447,image9.jpg,640,480
sudoku,80,49,492,424,image10.jpg,640,480
sudoku,44,21,547,459,image13.jpg,640,480
sudoku,59,20,521,434,image16.jpg,640,480
sudoku,117,2,439,451,image17.jpg,640,480
sudoku,8,0,406,408,image19.jpg,640,480
sudoku,131,0,457,468,image23.jpg,640,480
sudoku,15,39,507,425,image24.jpg,640,480
sudoku,137,2,454,478,image25.jpg,640,480
sudoku,92,47,497,419,image27.jpg,640,480
sudoku,119,26,466,454,image28.jpg,640,480
sudoku,92,38,498,429,image29.jpg,640,480
sudoku,109,36,497,411,image31.jpg,640,480
sudoku,99,29,507,412,image32.jpg,640,480
sudoku,126,53,484,401,image33.jpg,640,480
sudoku,86,1,541,441,image34.jpg,640,480
sudoku,95,25,525,445,image35.jpg,640,480
sudoku,107,1,524,428,image36.jpg,640,480
sudoku,110,14,516,433,image37.jpg,640,480
sudoku,99,13,529,432,image39.jpg,640,480
sudoku,78,19,531,427,image40.jpg,640,480
sudoku,89,12,525,444,image41.jpg,640,480
sudoku,109,20,509,412,image45.jpg,640,480
sudoku,109,12,429,435,image47.jpg,640,480
sudoku,131,17,445,463,image51.jpg,640,480
sudoku,21,36,499,425,image58.jpg,640,480
sudoku,25,38,491,413,image61.jpg,640,480
sudoku,24,20,497,417,image65.jpg,640,480
sudoku,125,1,486,476,image69.jpg,640,480
sudoku,14,0,500,480,image70.jpg,640,480
sudoku,38,4,479,474,image71.jpg,640,480
sudoku,29,5,563,474,image73.jpg,640,480
sudoku,92,9,469,467,image74.jpg,640,480
sudoku,90,1,461,452,image76.jpg,640,480
sudoku,65,19,539,456,image77.jpg,640,480
sudoku,8,0,517,446,image79.jpg,640,480
sudoku,19,7,511,434,image80.jpg,640,480
sudoku,18,0,514,436,image81.jpg,640,480
sudoku,37,44,481,405,image82.jpg,640,480
sudoku,83,0,458,462,image84.jpg,640,480
sudoku,19,16,515,442,image85.jpg,640,480
sudoku,5,2,449,453,image87.jpg,640,480
sudoku,74,1,466,465,image90.jpg,640,480
sudoku,10,22,443,439,image93.jpg,640,480
sudoku,16,26,438,443,image94.jpg,640,480
sudoku,14,29,436,444,image96.jpg,640,480
sudoku,20,18,439,444,image97.jpg,640,480
sudoku,33,17,430,439,image98.jpg,640,480
sudoku,45,4,418,443,image99.jpg,640,480
sudoku,24,3,418,433,image100.jpg,640,480
sudoku,31,5,421,432,image102.jpg,640,480
sudoku,30,82,443,377,image103.jpg,640,480
sudoku,21,77,443,375,image104.jpg,640,480
sudoku,27,89,434,370,image106.jpg,640,480
sudoku,30,90,437,365,image107.jpg,640,480
sudoku,93,23,512,424,image109.jpg,640,480
sudoku,42,13,524,439,image111.jpg,640,480
sudoku,52,10,532,446,image112.jpg,640,480
sudoku,15,56,488,410,image113.jpg,640,480
sudoku,23,49,476,410,image114.jpg,640,480
sudoku,25,74,461,393,image117.jpg,640,480
sudoku,31,79,449,384,image118.jpg,640,480
sudoku,9,2,475,399,image119.jpg,640,480
sudoku,19,10,471,401,image120.jpg,640,480
sudoku,9,9,473,395,image122.jpg,640,480
sudoku,7,4,420,422,image125.jpg,640,480
sudoku,13,2,415,422,image126.jpg,640,480
sudoku,9,2,413,413,image127.jpg,640,480
sudoku,8,5,409,405,image129.jpg,640,480
sudoku,9,13,512,440,image139.jpg,640,480
sudoku,12,8,514,440,image140.jpg,640,480
sudoku,82,4,461,460,image147.jpg,640,480
sudoku,81,12,459,463,image148.jpg,640,480
sudoku,102,6,449,449,image151.jpg,640,480
sudoku,109,8,444,450,image153.jpg,640,480
sudoku,79,6,467,468,image155.jpg,640,480
sudoku,81,0,468,463,image156.jpg,640,480
sudoku,93,6,464,467,image157.jpg,640,480
sudoku,94,3,462,463,image158.jpg,640,480
sudoku,95,2,464,462,image159.jpg,640,480
sudoku,63,7,475,465,image162.jpg,640,480
sudoku,74,5,469,458,image163.jpg,640,480
sudoku,70,12,470,460,image164.jpg,640,480
sudoku,72,5,462,464,image165.jpg,640,480
sudoku,80,11,461,460,image166.jpg,640,480
sudoku,78,0,462,458,image167.jpg,640,480
sudoku,84,7,455,462,image168.jpg,640,480
sudoku,77,9,459,456,image169.jpg,640,480
sudoku,64,8,446,451,image170.jpg,640,480
sudoku,76,17,445,447,image171.jpg,640,480
sudoku,69,8,443,444,image172.jpg,640,480
sudoku,40,6,454,453,image173.jpg,640,480
sudoku,37,2,457,454,image175.jpg,640,480
sudoku,117,12,456,460,image176.jpg,640,480
sudoku,133,48,429,416,image177.jpg,640,480
sudoku,193,15,433,433,image178.jpg,640,480
sudoku,18,12,413,429,image179.jpg,640,480
sudoku,10,48,506,424,image181.jpg,640,480
sudoku,23,40,505,429,image182.jpg,640,480
sudoku,8,18,551,461,image183.jpg,640,480
sudoku,7,5,558,475,image184.jpg,640,480
sudoku,25,18,534,448,image185.jpg,640,480
sudoku,22,18,533,445,image186.jpg,640,480
sudoku,82,9,457,457,image189.jpg,640,480
sudoku,24,20,527,445,image191.jpg,640,480
sudoku,36,21,515,440,image192.jpg,640,480
sudoku,24,4,542,457,image194.jpg,640,480
sudoku,84,4,479,476,image200.jpg,640,480
sudoku,161,21,413,413,image201.jpg,640,480
sudoku,73,15,423,414,image202.jpg,640,480
sudoku,91,60,403,393,image203.jpg,640,480
sudoku,108,57,406,395,image204.jpg,640,480
sudoku,84,29,418,419,image205.jpg,640,480
sudoku,115,39,459,424,image206.jpg,640,480
sudoku,50,30,436,433,image210.jpg,640,480
sudoku,84,154,775,747,image1006.jpg,960,1280
sudoku,133,2,448,466,image21.jpg,640,480
sudoku,10,2,396,408,image22.jpg,640,480
sudoku,96,186,210,211,108.jpg,400,400
sudoku,193,426,472,483,107.jpg,850,995
sudoku,98,209,248,234,106.jpeg,600,600
sudoku,267,133,201,201,105.jpg,512,640
sudoku,270,366,197,205,105.jpg,512,640
sudoku,43,134,200,201,105.jpg,512,640
sudoku,44,369,196,204,105.jpg,512,640
sudoku,92,110,183,198,104.jpg,612,459
sudoku,305,144,189,192,104.jpg,612,459
sudoku,47,205,165,164,103.jpg,266,400
sudoku,465,135,162,165,102.jpg,1000,615
sudoku,471,322,153,165,102.jpg,1000,615
sudoku,767,133,155,165,102.jpg,1000,615
sudoku,765,322,156,165,102.jpg,1000,615
sudoku,58,202,198,201,100.jpg,314,406
sudoku,33,391,883,948,99.jpg,1220,1760
sudoku,62,131,228,258,98.jpg,617,488
sudoku,327,145,224,239,98.jpg,617,488
sudoku,259,72,107,114,97.jpg,512,320
sudoku,20,107,278,245,96.jpg,318,398
sudoku,532,175,472,451,93.jpg,1280,720
sudoku,94,54,457,557,93.jpg,1280,720
sudoku,26,112,190,173,92.jpg,260,335
sudoku,108,236,183,187,91.jpg,400,500
sudoku,32,251,84,174,91.jpg,400,500
sudoku,292,244,83,182,91.jpg,400,500
sudoku,38,22,390,265,90.jpg,450,318
sudoku,378,81,72,129,90.jpg,450,318
sudoku,0,1,398,397,88.jpeg,400,400
sudoku,9,77,159,160,87.jpeg,358,310
sudoku,193,78,159,158,87.jpeg,358,310
sudoku,0,96,391,392,86.jpeg,397,554
sudoku,7,129,475,383,85.jpg,512,512
sudoku,16,25,102,90,84.jpg,292,400
sudoku,18,124,100,90,84.jpg,292,400
sudoku,38,82,160,161,83.jpg,250,400
sudoku,180,34,677,536,82.jpg,1023,577
sudoku,2,17,199,323,82.jpg,1023,577
sudoku,82,212,123,122,81.jpeg,288,512
sudoku,52,10,176,135,80.jpeg,480,360
sudoku,11,209,158,151,80.jpeg,480,360
sudoku,166,276,101,59,80.jpeg,480,360
sudoku,32,232,553,488,79.jpeg,602,803
sudoku,10,34,110,109,78.jpg,254,198
sudoku,134,35,109,109,78.jpg,254,198
sudoku,169,430,183,193,77.jpeg,525,700
sudoku,4,103,389,390,76.jpeg,396,512
sudoku,330,2,393,395,75.jpeg,800,400
sudoku,229,77,161,158,74.jpeg,400,396
sudoku,272,12,230,228,73.jpeg,512,250
sudoku,279,181,549,534,72.jpg,1280,720
sudoku,329,15,327,320,71.jpg,978,480
sudoku,651,15,325,322,71.jpg,978,480
sudoku,82,79,89,93,70.jpg,700,524
sudoku,170,79,83,89,70.jpg,700,524
sudoku,256,80,84,89,70.jpg,700,524
sudoku,46,190,126,150,70.jpg,700,524
sudoku,187,211,150,152,70.jpg,700,524
sudoku,358,247,142,144,70.jpg,700,524
sudoku,185,385,62,64,70.jpg,700,524
sudoku,518,248,60,65,70.jpg,700,524
sudoku,516,344,88,85,70.jpg,700,524
sudoku,276,5,727,714,69.jpg,1280,720
sudoku,280,133,1373,1196,68.jpg,2400,1350
sudoku,1158,0,1214,530,68.jpg,2400,1350
sudoku,74,10,101,105,65.jpg,300,150
sudoku,230,94,306,332,64.jpg,720,540
sudoku,1,89,226,333,64.jpg,720,540
sudoku,75,281,882,890,63.jpg,1880,1272
sudoku,0,21,241,243,62.jpg,600,280
sudoku,153,15,807,665,61.jpg,1024,682
sudoku,695,1,316,79,61.jpg,1024,682
sudoku,1,39,560,578,60.jpeg,561,637
sudoku,31,59,172,164,58.jpg,412,530
sudoku,211,59,165,164,58.jpg,412,530
sudoku,209,267,166,166,58.jpg,412,530
sudoku,36,270,166,161,58.jpg,412,530
sudoku,0,13,236,246,57.jpeg,506,771
sudoku,276,10,230,247,57.jpeg,506,771
sudoku,272,273,234,250,57.jpeg,506,771
sudoku,0,273,233,248,57.jpeg,506,771
sudoku,267,535,239,231,57.jpeg,506,771
sudoku,0,533,230,238,57.jpeg,506,771
sudoku,6,143,219,205,56.jpg,460,654
sudoku,8,351,219,206,56.jpg,460,654
sudoku,236,147,210,202,56.jpg,460,654
sudoku,41,110,278,272,55.jpg,728,743
sudoku,347,427,274,274,55.jpg,728,743
sudoku,409,111,279,272,55.jpg,728,743
sudoku,12,94,156,148,54.jpg,179,281
sudoku,18,256,303,296,53.jpg,644,838
sudoku,322,244,312,309,53.jpg,644,838
sudoku,261,106,95,102,53.jpg,644,838
sudoku,511,29,133,188,53.jpg,644,838
sudoku,0,686,119,132,53.jpg,644,838
sudoku,113,686,123,132,53.jpg,644,838
sudoku,15,5,695,653,52.jpg,1280,720
sudoku,187,27,734,675,51.jpg,974,1024
sudoku,174,211,721,648,50.jpg,1300,956
sudoku,648,31,652,583,50.jpg,1300,956
sudoku,211,2,759,230,50.jpg,1300,956
sudoku,21,62,353,354,49.jpg,640,480
sudoku,132,8,495,492,47.jpg,760,506
sudoku,99,6,414,401,46.jpg,620,465
sudoku,380,167,541,437,45.jpeg,1139,640
sudoku,7,52,182,160,43.jpg,205,246
sudoku,84,70,222,219,42.jpg,480,360
sudoku,326,130,59,84,42.jpg,480,360
sudoku,0,76,317,322,41.jpeg,320,480
sudoku,2,59,302,343,40.jpg,307,512
sudoku,68,309,1907,1872,39.jpg,2048,2732
sudoku,19,42,239,241,38.jpg,329,321
sudoku,11,67,288,289,37.jpg,512,400
sudoku,14,51,398,402,36.jpg,500,491
sudoku,75,118,185,175,35.jpg,480,360
sudoku,481,88,286,278,34.jpeg,1309,926
sudoku,473,374,290,284,34.jpeg,1309,926
sudoku,898,90,292,288,34.jpeg,1309,926
sudoku,896,384,292,276,34.jpeg,1309,926
sudoku,28,120,570,459,33.jpeg,1280,720
sudoku,638,0,638,719,33.jpeg,1280,720
sudoku,12,20,198,201,32.jpg,223,226
sudoku,21,73,508,459,30.jpg,558,563
sudoku,21,52,376,345,29.jpg,419,423
sudoku,0,57,416,429,28.jpg,1300,920
sudoku,441,57,424,435,28.jpg,1300,920
sudoku,888,55,412,431,28.jpg,1300,920
sudoku,882,508,414,412,28.jpg,1300,920
sudoku,0,498,416,422,28.jpg,1300,920
sudoku,433,504,445,416,28.jpg,1300,920
sudoku,2,48,644,661,27.jpg,1280,720
sudoku,700,54,580,651,27.jpg,1280,720
sudoku,4,19,140,139,26.jpg,290,174
sudoku,146,18,140,139,26.jpg,290,174
sudoku,28,9,996,977,25.jpg,1024,1024
sudoku,67,39,158,159,24.jpeg,225,224
sudoku,2,72,248,228,23.jpg,400,300
sudoku,245,158,127,128,23.jpg,400,300
sudoku,113,57,1127,771,22.jpg,1300,924
sudoku,1089,230,211,374,22.jpg,1300,924
sudoku,25,21,224,191,21.jpg,280,326
sudoku,163,219,105,103,21.jpg,280,326
sudoku,22,29,239,201,20.jpg,274,328
sudoku,3,26,207,209,19.jpg,210,240
sudoku,13,48,292,287,18.jpg,615,409
sudoku,308,47,303,287,18.jpg,615,409
sudoku,21,103,320,340,17.jpg,1200,850
sudoku,407,112,333,326,17.jpg,1200,850
sudoku,798,110,340,331,17.jpg,1200,850
sudoku,16,476,333,333,17.jpg,1200,850
sudoku,77,140,585,575,16.jpg,1329,1754
sudoku,681,341,565,581,16.jpg,1329,1754
sudoku,77,845,588,581,16.jpg,1329,1754
sudoku,668,1059,591,598,16.jpg,1329,1754
sudoku,21,92,487,496,15.jpg,955,615
sudoku,611,264,300,307,15.jpg,955,615
sudoku,1,51,128,128,14.jpg,262,193
sudoku,178,36,747,662,13.jpeg,974,1024
sudoku,612,698,302,265,13.jpeg,974,1024
sudoku,33,42,991,977,12.jpg,1600,1109
sudoku,1062,576,486,510,12.jpg,1600,1109
sudoku,4,4,1196,1196,11.jpeg,1200,1200
sudoku,69,96,1012,946,10.jpg,2131,1254
sudoku,1458,476,654,638,10.jpg,2131,1254
sudoku,337,498,520,504,9.jpg,900,1200
sudoku,41,722,273,278,9.jpg,900,1200
sudoku,1,141,633,535,8.jpg,633,720
sudoku,155,128,339,318,7.jpg,640,480
sudoku,1,70,251,230,6.jpg,400,300
sudoku,242,161,126,127,6.jpg,400,300
sudoku,0,51,131,131,5.jpg,262,193
sudoku,126,351,687,649,4.jpg,897,1200
sudoku,36,174,429,376,3.jpg,480,640
sudoku,41,1,408,154,3.jpg,480,640
sudoku,790,111,1772,1708,2.jpg,3328,1872
sudoku,0,445,324,1276,2.jpg,3328,1872
sudoku,970,251,2014,2049,1.jpg,3389,2501
sudoku,5,336,1030,2044,1.jpg,3389,2501
sudoku,103,2,432,338,95.jpg,678,381
sudoku,0,3,92,332,95.jpg,678,381
sudoku,326,538,1149,1057,94.jpg,2304,1728
sudoku,449,4,1081,544,94.jpg,2304,1728
sudoku,1934,52,370,1064,94.jpg,2304,1728
sudoku,350,178,1665,1509,101.jpg,2304,1728
sudoku,144,115,1550,1543,59.jpg,1800,1889
sudoku,322,587,2717,2162,44.jpg,3234,3444
sudoku,15,64,509,467,31.jpeg,558,563
sudoku,995,593,1668,1560,45.jpg,3648,2736
sudoku,726,1890,963,829,45.jpg,3648,2736